Applicant,Edu_Parent1,Edu_Parent2,Sex,White,Asian,HSGPA,SAT_ACT,College,Admitted,Enrolled,College_GPA
14903,6,3,M,0,1,3.04,1370,Arts & Letters,Yes,No,
14910,6,6,F,1,0,3.68,1210,Arts & Letters,Yes,No,
14914,7,7,F,1,0,4.12,1290,Arts & Letters,Yes,No,
14919,7,6,F,1,0,3.79,1280,Arts & Letters,Yes,No,
14932,7,6,F,0,0,4.05,1260,Arts & Letters,Yes,No,
14939,6,4,F,1,0,4.36,1300,Arts & Letters,Yes,No,
14942,6,6,F,1,0,3.32,1320,Arts & Letters,Yes,No,
14943,6,4,F,1,0,3.81,1070,Arts & Letters,Yes,Yes,2.327
14946,6,7,F,1,0,4.33,1280,Arts & Letters,Yes,No,
14968,7,6,F,1,0,4.05,1390,Arts & Letters,Yes,No,
14995,4,7,F,0,0,3.79,1310,Arts & Letters,Yes,No,
14996,2,2,F,0,1,3.79,1110,Arts & Letters,Yes,No,
15006,3,3,F,0,0,3.95,1200,Arts & Letters,Yes,No,
15010,6,4,F,1,0,4.29,1050,Arts & Letters,Yes,No,
15025,7,7,M,0,1,4.08,1390,Arts & Letters,Yes,No,
15036,3,4,F,0,0,3.58,1110,Arts & Letters,Yes,Yes,2.784
15051,3,3,M,0,0,4.04,1240,Arts & Letters,Yes,No,
15063,7,3,F,1,0,3.96,1350,Arts & Letters,Yes,Yes,3.626
15082,3,4,M,1,0,4,1440,Arts & Letters,Yes,Yes,3.689
15086,7,6,F,0,0,3.95,1320,Arts & Letters,Yes,No,
15112,7,7,F,1,0,3.79,1260,Arts & Letters,Yes,No,
15115,1,1,F,0,0,3.59,1150,Arts & Letters,Yes,No,
15129,3,3,F,0,0,3.91,1060,Arts & Letters,Yes,No,
15133,7,7,F,1,0,3.82,1250,Arts & Letters,Yes,No,
15140,5,4,F,1,0,4.05,1410,Arts & Letters,Yes,No,
15155,7,7,F,0,0,4.12,1230,Arts & Letters,Yes,No,
15183,4,7,M,1,0,3.79,1480,Arts & Letters,Yes,No,
15202,4,4,F,0,0,3.44,1130,Arts & Letters,Yes,No,
15227,7,6,M,1,0,3.92,1270,Arts & Letters,Yes,No,
15242,4,4,F,0,0,4,1360,Arts & Letters,Yes,No,
15257,7,5,F,1,0,4,1540,Arts & Letters,Yes,No,
15262,6,4,F,1,0,3.82,1120,Arts & Letters,Yes,No,
15269,6,6,F,1,0,4.28,1510,Arts & Letters,Yes,No,
15278,3,2,M,0,1,3.7,1290,Arts & Letters,Yes,No,
15287,7,6,F,0,1,3.61,1560,Arts & Letters,Yes,No,
15294,2,6,M,0,0,3.73,990,Arts & Letters,Yes,Yes,1.338
15305,7,4,F,1,0,3.3,1270,Arts & Letters,Yes,No,
15310,6,6,F,1,0,3.81,1260,Arts & Letters,Yes,No,
15312,7,7,M,1,0,3.76,1380,Arts & Letters,Yes,No,
15321,7,7,F,0,0,3.58,1340,Arts & Letters,Yes,No,
15330,7,7,F,0,0,3.96,990,Arts & Letters,Yes,Yes,2.814
15341,6,5,F,0,0,4.32,1330,Arts & Letters,Yes,No,
15343,3,3,F,1,0,3.35,1180,Arts & Letters,Yes,No,
15366,4,1,M,0,0,3.74,1180,Arts & Letters,Yes,No,
15371,6,6,F,1,0,4,1100,Arts & Letters,Yes,No,
15386,7,7,F,0,1,4.14,1400,Arts & Letters,Yes,No,
15389,3,3,F,1,0,4.18,1370,Arts & Letters,Yes,No,
15401,7,7,F,0,0,4.11,1260,Arts & Letters,Yes,No,
15402,7,6,F,1,0,3.76,1370,Arts & Letters,Yes,No,
15420,7,6,M,1,0,3.45,1260,Arts & Letters,Yes,No,
15449,4,7,F,1,0,4.25,1420,Arts & Letters,Yes,No,
15469,7,7,M,0,1,3.71,1480,Arts & Letters,Yes,No,
15484,3,3,M,1,0,4.05,1190,Arts & Letters,Yes,No,
15495,4,4,F,0,1,3.58,1120,Arts & Letters,Yes,Yes,3.028
15506,1,1,F,0,0,4.17,1050,Arts & Letters,Yes,No,
15507,6,6,F,0,0,3.37,1100,Arts & Letters,Yes,Yes,2.734
15522,6,6,F,1,0,3.75,1170,Arts & Letters,Yes,No,
15526,3,3,F,0,0,3.41,1310,Arts & Letters,Yes,No,
15537,7,7,F,1,0,3.96,1370,Arts & Letters,Yes,No,
15543,6,6,M,0,0,3.48,1410,Arts & Letters,Yes,No,
15560,7,4,F,1,0,4.08,1350,Arts & Letters,Yes,Yes,3.374
15564,7,6,M,0,0,3.11,1340,Arts & Letters,Yes,No,
15576,2,1,F,0,1,4,1100,Arts & Letters,Yes,No,
15580,6,6,F,1,0,3.55,1430,Arts & Letters,Yes,No,
15583,1,1,F,0,0,3.54,1220,Arts & Letters,Yes,No,
15619,4,6,F,1,0,4.32,1470,Arts & Letters,Yes,No,
15620,4,5,F,1,0,4.09,1230,Arts & Letters,Yes,No,
15659,7,6,M,0,1,3.31,1360,Arts & Letters,Yes,No,
15677,6,4,M,0,0,3.55,1260,Arts & Letters,Yes,No,
15683,7,6,F,1,0,3.71,1150,Arts & Letters,Yes,Yes,3.188
15692,4,2,F,0,0,3.54,1310,Arts & Letters,Yes,No,
15697,7,6,M,0,0,3.64,1350,Arts & Letters,Yes,No,
15699,7,4,M,0,0,4.33,1440,Arts & Letters,Yes,No,
15712,6,4,F,1,0,3.86,1440,Arts & Letters,Yes,No,
15728,6,6,F,1,0,3.6,1280,Arts & Letters,Yes,No,
15731,1,4,F,0,0,3.58,1310,Arts & Letters,Yes,No,
15744,1,3,F,0,0,3.91,1170,Arts & Letters,Yes,No,
15747,7,5,F,1,0,4.21,1370,Arts & Letters,Yes,Yes,3.719
15755,7,6,F,1,0,4.09,1070,Arts & Letters,Yes,No,
15765,7,6,F,1,0,3.95,1340,Arts & Letters,Yes,No,
15767,7,7,M,1,0,4.25,1260,Arts & Letters,Yes,No,
15808,3,4,F,1,0,4.35,1340,Arts & Letters,Yes,Yes,3.361
15813,7,6,F,1,0,4.36,1290,Arts & Letters,Yes,No,
15826,4,6,F,1,0,3.38,1240,Arts & Letters,Yes,No,
15855,7,7,M,1,0,3.68,1290,Arts & Letters,Yes,No,
15865,7,7,F,1,0,4.24,1400,Arts & Letters,Yes,No,
15875,3,7,M,1,0,4.08,1160,Arts & Letters,Yes,No,
15882,7,7,M,1,0,3.71,1340,Arts & Letters,Yes,No,
15883,6,3,F,1,0,4.18,1490,Arts & Letters,Yes,No,
15887,6,5,F,0,0,3.88,1240,Arts & Letters,Yes,No,
15929,7,5,F,1,0,4.04,1030,Arts & Letters,Yes,No,
15931,2,2,M,1,0,3.32,1180,Arts & Letters,Yes,No,
15934,6,6,F,0,1,3.95,1530,Arts & Letters,Yes,No,
15969,1,2,F,0,0,3.85,1070,Arts & Letters,Yes,No,
15981,7,3,M,1,0,3.9,1070,Arts & Letters,Yes,No,
16038,6,6,F,1,0,3.83,1170,Arts & Letters,Yes,Yes,3.338
16053,3,2,M,0,0,3.25,1330,Arts & Letters,Yes,No,
16058,6,6,F,1,0,4.25,1360,Arts & Letters,Yes,No,
16060,1,4,F,0,0,3.37,1130,Arts & Letters,Yes,No,
16067,4,4,M,0,1,4.05,1240,Arts & Letters,Yes,No,
16071,6,6,M,1,0,3.62,1410,Arts & Letters,Yes,No,
16093,4,7,M,1,0,3.14,1290,Arts & Letters,Yes,No,
16096,6,7,M,1,0,3.96,1030,Arts & Letters,Yes,No,
16116,3,6,M,1,0,3.85,1350,Arts & Letters,Yes,No,
16123,6,6,F,1,0,4.1,1340,Arts & Letters,Yes,No,
16137,6,6,F,0,0,3.19,1200,Arts & Letters,Yes,No,
16151,6,6,M,0,1,3.77,1180,Arts & Letters,Yes,No,
16187,7,6,M,0,0,3.33,1220,Arts & Letters,Yes,No,
16194,7,6,F,1,0,3.64,1100,Arts & Letters,Yes,No,
16195,7,6,M,0,1,3.54,1360,Arts & Letters,Yes,No,
16199,3,3,M,0,0,3.65,1310,Arts & Letters,Yes,No,
16237,6,6,M,1,0,4.15,1460,Arts & Letters,Yes,No,
16241,4,7,F,0,0,4.05,1150,Arts & Letters,Yes,No,
16255,3,6,F,0,0,4.04,1240,Arts & Letters,Yes,No,
16275,4,3,F,1,0,3.9,1380,Arts & Letters,Yes,No,
16290,6,7,M,1,0,3.75,1450,Arts & Letters,Yes,No,
16309,4,6,F,0,0,4.17,1170,Arts & Letters,Yes,No,
16337,1,1,M,0,1,3.85,1070,Arts & Letters,Yes,No,
16340,7,7,M,1,0,4.17,1260,Arts & Letters,Yes,No,
16363,7,7,M,0,0,3.41,1300,Arts & Letters,Yes,No,
16373,4,6,F,1,0,4,1320,Arts & Letters,Yes,No,
16388,6,4,F,1,0,4.36,1400,Arts & Letters,Yes,Yes,3.806
16413,4,7,M,0,0,3.55,1360,Arts & Letters,Yes,No,
16441,7,1,F,0,0,3.69,970,Arts & Letters,Yes,No,
16466,6,6,F,1,0,4.19,1250,Arts & Letters,Yes,No,
16476,6,7,F,0,0,3.73,1210,Arts & Letters,Yes,No,
16483,6,3,M,0,1,3.9,1100,Arts & Letters,Yes,No,
16535,3,6,F,0,1,4.24,1190,Arts & Letters,Yes,No,
16550,6,5,M,1,0,3.61,1190,Arts & Letters,Yes,No,
16555,1,1,F,0,1,3.68,1260,Arts & Letters,Yes,No,
16586,6,6,F,1,0,3.64,1180,Arts & Letters,Yes,No,
16588,7,7,M,0,0,4.04,1290,Arts & Letters,Yes,No,
16592,2,5,M,0,0,3.67,790,Arts & Letters,Yes,No,
16622,7,7,F,1,0,4.15,1360,Arts & Letters,Yes,No,
16624,7,7,F,0,0,3.83,1260,Arts & Letters,Yes,No,
16628,2,2,M,0,0,3.73,1070,Arts & Letters,Yes,No,
16646,7,7,M,1,0,3.88,1420,Arts & Letters,Yes,No,
16650,7,6,M,1,0,3.6,1350,Arts & Letters,Yes,No,
16676,4,3,M,1,0,3.46,1260,Arts & Letters,Yes,Yes,2.176
16683,6,7,F,0,0,4.05,1410,Arts & Letters,Yes,No,
16688,1,1,F,0,0,3.59,1140,Arts & Letters,Yes,No,
16708,6,6,F,0,0,3.8,1180,Arts & Letters,Yes,No,
16713,1,1,F,0,0,3.5,1030,Arts & Letters,Yes,Yes,0.889
16721,6,6,F,0,1,3.82,1440,Arts & Letters,Yes,No,
16728,7,6,F,0,0,4.12,1170,Arts & Letters,Yes,No,
16736,6,5,F,1,0,3.73,1140,Arts & Letters,Yes,No,
16752,6,4,F,1,0,3.92,1220,Arts & Letters,Yes,Yes,3.574
16754,6,5,F,1,0,3.45,1220,Arts & Letters,Yes,Yes,2.759
16782,7,7,F,1,0,4,1190,Arts & Letters,Yes,No,
16799,3,1,F,0,1,3.74,1280,Arts & Letters,Yes,No,
16830,3,3,F,0,1,3.33,1370,Arts & Letters,Yes,No,
16841,7,7,F,1,0,4.22,1430,Arts & Letters,Yes,No,
16861,7,7,M,1,0,4.24,1320,Arts & Letters,Yes,No,
16864,6,5,M,1,0,3.91,1260,Arts & Letters,Yes,Yes,3.207
16870,6,5,F,0,0,3.96,1400,Arts & Letters,Yes,No,
16879,6,7,F,0,0,4.3,1470,Arts & Letters,Yes,No,
16880,7,7,M,1,0,4.05,1420,Arts & Letters,Yes,No,
16887,7,6,F,1,0,4.28,1330,Arts & Letters,Yes,No,
16894,3,6,F,0,0,3.52,990,Arts & Letters,Yes,No,
16928,3,7,F,1,0,3.88,1300,Arts & Letters,Yes,No,
16936,3,7,F,0,0,3.27,1080,Arts & Letters,Yes,No,
16941,4,4,F,0,0,3.82,1020,Arts & Letters,Yes,No,
16942,7,7,F,1,0,3.77,1350,Arts & Letters,Yes,No,
16959,5,7,F,1,0,3.62,1090,Arts & Letters,Yes,No,
16978,7,6,F,1,0,4.05,1420,Arts & Letters,Yes,No,
16980,7,3,M,0,0,4.07,1320,Arts & Letters,Yes,No,
17014,6,6,F,1,0,3.96,1170,Arts & Letters,Yes,No,
17020,3,4,M,0,0,3.77,1190,Arts & Letters,Yes,No,
17056,7,6,M,1,0,3.82,1390,Arts & Letters,Yes,No,
17065,6,5,M,0,0,4.12,1010,Arts & Letters,Yes,No,
17108,4,7,F,0,0,4.25,1250,Arts & Letters,Yes,No,
17112,7,5,M,0,1,3.6,1360,Arts & Letters,Yes,No,
17115,7,7,M,1,0,3.79,1420,Arts & Letters,Yes,No,
17117,5,3,F,0,1,4.06,1150,Arts & Letters,Yes,No,
17126,7,7,F,0,1,3.91,1440,Arts & Letters,Yes,No,
17137,3,2,F,0,1,4,1190,Arts & Letters,Yes,No,
17141,4,4,M,0,0,3.65,1040,Arts & Letters,Yes,No,
17143,3,3,M,0,1,3.54,1320,Arts & Letters,Yes,No,
17162,6,5,M,1,0,3.23,1400,Arts & Letters,Yes,No,
17182,3,3,M,0,1,3.59,1200,Arts & Letters,Yes,No,
17201,6,6,F,1,0,3.42,1300,Arts & Letters,Yes,No,
17208,1,1,F,0,0,4.1,980,Arts & Letters,Yes,No,
17219,6,4,F,1,0,3.75,1280,Arts & Letters,Yes,No,
17226,7,3,M,0,1,3.65,1370,Arts & Letters,Yes,No,
17243,6,7,M,0,0,3.55,1240,Arts & Letters,Yes,Yes,2.953
17251,6,7,M,1,0,3.3,1170,Arts & Letters,Yes,No,
17262,7,7,F,0,1,3.73,1360,Arts & Letters,Yes,No,
17275,7,6,M,1,0,3.3,1520,Arts & Letters,Yes,No,
17281,4,4,F,0,0,3.71,1200,Arts & Letters,Yes,Yes,3.268
17293,6,5,M,1,0,3.29,1040,Arts & Letters,Yes,No,
17297,7,6,F,0,0,4,1400,Arts & Letters,Yes,No,
17298,2,3,F,0,0,3.75,970,Arts & Letters,Yes,No,
17318,6,6,F,0,0,3.91,1360,Arts & Letters,Yes,Yes,3.854
17331,2,5,M,0,0,2.8,1010,Arts & Letters,Yes,Yes,2.555
,,,,,,,,,,,
1,4,4,M,0,1,4.08,1460,Business & Economics,Yes,No,
14,6,6,M,0,0,3.88,1340,Business & Economics,Yes,No,
16,7,7,M,1,0,3.62,1460,Business & Economics,Yes,No,
21,7,6,M,1,0,4.25,1560,Business & Economics,Yes,No,
33,6,6,F,1,0,3.43,1220,Business & Economics,Yes,No,
48,7,6,M,1,0,4.14,1360,Business & Economics,Yes,No,
51,7,6,F,1,0,4.14,1270,Business & Economics,Yes,No,
56,6,6,M,1,0,4.15,1510,Business & Economics,Yes,No,
70,6,6,F,1,0,4.08,1200,Business & Economics,Yes,No,
76,6,7,M,0,0,3.67,1170,Business & Economics,Yes,No,
78,4,4,M,0,0,4,1330,Business & Economics,Yes,Yes,3.525
88,7,6,M,1,0,3.77,1310,Business & Economics,Yes,No,
90,7,7,M,1,0,4,1190,Business & Economics,Yes,No,
95,7,6,M,0,0,3.75,1240,Business & Economics,Yes,Yes,3.344
97,7,6,F,1,0,3.95,1250,Business & Economics,Yes,No,
110,6,6,M,1,0,4.25,1270,Business & Economics,Yes,No,
121,7,7,M,1,0,4,1410,Business & Economics,Yes,No,
137,1,1,M,0,0,4.2,980,Business & Economics,Yes,No,
158,6,6,M,1,0,4.25,1350,Business & Economics,Yes,No,
164,7,7,M,1,0,3.95,1430,Business & Economics,Yes,No,
171,6,6,F,1,0,3.4,1000,Business & Economics,Yes,Yes,2.919
179,3,3,F,0,0,3.61,1050,Business & Economics,Yes,Yes,2.88
188,7,6,M,0,0,3.95,1400,Business & Economics,Yes,No,
191,2,1,F,0,0,3.44,960,Business & Economics,Yes,No,
208,6,5,M,1,0,3.64,1350,Business & Economics,Yes,No,
221,6,7,M,1,0,3.73,1040,Business & Economics,Yes,No,
222,6,6,M,1,0,3.74,1260,Business & Economics,Yes,Yes,2.81
226,7,6,F,1,0,3.45,1440,Business & Economics,Yes,No,
233,7,7,M,1,0,4.04,1140,Business & Economics,Yes,Yes,2.932
239,4,6,F,1,0,4.2,1140,Business & Economics,Yes,Yes,3.641
248,6,6,F,1,0,3.91,1480,Business & Economics,Yes,No,
249,6,6,F,1,0,4.1,1450,Business & Economics,Yes,No,
258,7,6,F,1,0,4.17,1360,Business & Economics,Yes,Yes,2.986
264,6,5,M,1,0,3.85,1160,Business & Economics,Yes,No,
265,7,6,F,1,0,4.33,1430,Business & Economics,Yes,Yes,3.472
271,7,6,M,1,0,4.36,1480,Business & Economics,Yes,No,
276,7,6,F,1,0,3.86,1330,Business & Economics,Yes,Yes,3.599
277,3,5,M,0,1,3.77,1170,Business & Economics,Yes,Yes,2.671
279,3,6,M,1,0,3.77,950,Business & Economics,Yes,No,
282,6,6,F,1,0,3.88,1310,Business & Economics,Yes,Yes,3.468
287,6,6,M,0,1,3.55,1230,Business & Economics,Yes,Yes,2.859
288,7,7,M,0,0,3.32,1230,Business & Economics,Yes,Yes,2.58
291,7,6,F,1,0,3.91,1350,Business & Economics,Yes,No,
292,4,4,M,0,1,3.5,1270,Business & Economics,Yes,No,
297,7,6,F,1,0,4.28,1550,Business & Economics,Yes,No,
305,6,6,F,0,0,4.09,1290,Business & Economics,Yes,No,
326,1,1,M,0,0,3.57,1020,Business & Economics,Yes,No,
345,3,7,M,1,0,4.35,1310,Business & Economics,Yes,No,
371,7,6,F,1,0,4.08,1430,Business & Economics,Yes,No,
372,7,6,M,1,0,3.94,1260,Business & Economics,Yes,Yes,3.1
383,6,6,F,1,0,4.08,1320,Business & Economics,Yes,No,
400,1,7,M,0,0,3.92,1310,Business & Economics,Yes,No,
422,7,6,F,0,0,3.95,1230,Business & Economics,Yes,Yes,3.465
423,7,7,M,1,0,4.1,1170,Business & Economics,Yes,No,
427,6,6,F,0,1,3.95,1170,Business & Economics,Yes,Yes,2.496
428,3,3,F,1,0,4.11,1280,Business & Economics,Yes,Yes,3.5
477,7,7,M,1,0,3.9,1360,Business & Economics,Yes,No,
482,6,6,F,1,0,3.7,1270,Business & Economics,Yes,No,
483,3,6,M,0,0,3.35,1340,Business & Economics,Yes,No,
484,7,6,F,1,0,4.25,1290,Business & Economics,Yes,No,
488,6,6,F,1,0,4.15,1170,Business & Economics,Yes,No,
494,7,7,M,1,0,3.95,1410,Business & Economics,Yes,No,
504,6,6,F,1,0,3.75,1190,Business & Economics,Yes,Yes,2.691
508,6,1,M,0,0,3.71,930,Business & Economics,Yes,Yes,3.024
512,7,6,M,1,0,3.79,1370,Business & Economics,Yes,Yes,3.376
516,6,7,F,1,0,3.97,1170,Business & Economics,Yes,No,
524,4,5,F,0,1,4.14,1250,Business & Economics,Yes,Yes,3.474
538,7,6,F,1,0,3.85,1280,Business & Economics,Yes,Yes,2.094
562,7,6,F,1,0,3.5,1210,Business & Economics,Yes,No,
566,2,3,F,0,0,4,1350,Business & Economics,Yes,No,
573,3,3,F,0,0,3.83,1440,Business & Economics,Yes,Yes,3.823
577,3,7,F,1,0,4,1320,Business & Economics,Yes,Yes,3.028
581,7,7,M,1,0,3.95,1270,Business & Economics,Yes,Yes,3.066
599,6,6,F,1,0,3.95,1250,Business & Economics,Yes,Yes,3.136
606,7,7,F,1,0,3.48,1390,Business & Economics,Yes,No,
614,6,5,F,1,0,4,1260,Business & Economics,Yes,No,
631,4,7,M,1,0,4.05,1100,Business & Economics,Yes,Yes,3.078
635,7,6,M,1,0,4,1400,Business & Economics,Yes,No,
636,4,7,M,1,0,4.05,1410,Business & Economics,Yes,Yes,3.325
644,3,2,M,0,0,3.73,1090,Business & Economics,Yes,No,
648,6,6,M,1,0,4.27,1540,Business & Economics,Yes,Yes,3.764
668,6,6,F,1,0,4.12,1280,Business & Economics,Yes,No,
671,6,3,M,1,0,3.72,1350,Business & Economics,Yes,No,
713,6,6,M,1,0,4.09,1210,Business & Economics,Yes,No,
715,6,5,M,1,0,3.9,1200,Business & Economics,Yes,Yes,3.575
722,7,6,F,1,0,3.86,1250,Business & Economics,Yes,No,
726,7,6,M,1,0,4.18,1470,Business & Economics,Yes,No,
735,7,6,F,1,0,3.45,1250,Business & Economics,Yes,Yes,2.876
737,5,7,M,1,0,3.45,1080,Business & Economics,Yes,No,
748,7,6,M,1,0,4.1,1460,Business & Economics,Yes,No,
751,7,6,M,0,1,4.14,1420,Business & Economics,Yes,No,
775,7,7,F,0,1,4.04,1300,Business & Economics,Yes,Yes,2.966
790,6,6,M,1,0,4.21,1280,Business & Economics,Yes,No,
792,7,7,F,1,0,4.27,1290,Business & Economics,Yes,Yes,3.937
818,7,3,M,1,0,4.25,1400,Business & Economics,Yes,No,
837,3,3,F,1,0,4.2,1150,Business & Economics,Yes,Yes,3.373
847,6,6,M,1,0,3.75,1300,Business & Economics,Yes,Yes,2.98
848,6,6,M,1,0,4.4,1410,Business & Economics,Yes,No,
850,6,6,M,1,0,3.75,1430,Business & Economics,Yes,No,
857,6,6,F,1,0,4.33,1500,Business & Economics,Yes,No,
865,7,7,M,0,0,3.29,1370,Business & Economics,Yes,No,
874,7,6,M,1,0,3.91,1280,Business & Economics,Yes,Yes,3.264
878,6,6,F,1,0,4,1100,Business & Economics,Yes,No,
903,7,7,F,1,0,3.95,1490,Business & Economics,Yes,No,
908,6,6,F,1,0,4.17,1310,Business & Economics,Yes,Yes,3.537
909,6,6,M,1,0,3.8,1370,Business & Economics,Yes,No,
910,7,7,M,1,0,3.84,1240,Business & Economics,Yes,Yes,2.825
913,4,4,F,1,0,4.19,1230,Business & Economics,Yes,No,
925,5,5,M,0,0,3.95,1110,Business & Economics,Yes,Yes,3.046
934,6,6,M,1,0,4.18,1310,Business & Economics,Yes,No,
948,6,5,M,1,0,3.9,1330,Business & Economics,Yes,Yes,3.576
953,4,4,F,1,0,4,1230,Business & Economics,Yes,No,
966,7,6,M,0,1,4.08,1320,Business & Economics,Yes,No,
980,7,6,M,0,1,4.04,1360,Business & Economics,Yes,No,
1000,7,6,M,1,0,4.12,1070,Business & Economics,Yes,No,
1023,6,5,F,1,0,3.73,1210,Business & Economics,Yes,Yes,2.701
1031,6,7,F,0,0,4.19,1320,Business & Economics,Yes,No,
1034,6,7,M,1,0,4.33,1440,Business & Economics,Yes,No,
1068,6,5,F,1,0,4.19,1390,Business & Economics,Yes,Yes,3.391
1075,3,4,F,1,0,4.17,1260,Business & Economics,Yes,No,
1077,7,7,M,1,0,3.45,1140,Business & Economics,Yes,No,
1080,3,6,M,1,0,4.12,1430,Business & Economics,Yes,Yes,3.477
1087,3,3,M,1,0,3.44,1220,Business & Economics,Yes,No,
1108,6,4,M,1,0,3.36,1340,Business & Economics,Yes,No,
1116,6,6,M,1,0,3.64,1520,Business & Economics,Yes,No,
1130,6,7,F,1,0,4.05,1290,Business & Economics,Yes,No,
1133,4,5,F,1,0,3.93,1320,Business & Economics,Yes,No,
1134,6,7,M,1,0,3.58,1190,Business & Economics,Yes,Yes,2.507
1142,5,7,F,0,1,4.35,1240,Business & Economics,Yes,No,
1155,7,6,M,1,0,4.05,1410,Business & Economics,Yes,No,
1163,6,4,F,1,0,4,1100,Business & Economics,Yes,Yes,3.099
1176,6,6,F,0,0,3.79,1150,Business & Economics,Yes,No,
1179,4,6,M,0,0,3,1290,Business & Economics,Yes,No,
1188,4,5,F,1,0,3.92,1300,Business & Economics,Yes,No,
1204,6,6,F,0,1,4.27,1500,Business & Economics,Yes,No,
1206,7,6,F,0,1,3.88,1550,Business & Economics,Yes,No,
1231,6,6,M,0,0,4.25,1190,Business & Economics,Yes,No,
1234,7,6,M,1,0,3.83,1470,Business & Economics,Yes,No,
1267,7,5,M,1,0,3.38,1130,Business & Economics,Yes,No,
1270,2,2,M,0,0,3.5,1080,Business & Economics,Yes,No,
1318,6,6,M,0,1,3.85,1340,Business & Economics,Yes,No,
1336,7,6,F,1,0,4.21,1330,Business & Economics,Yes,No,
1339,1,2,M,0,0,3.3,1140,Business & Economics,Yes,Yes,2.535
1352,1,1,M,0,0,3.65,1030,Business & Economics,Yes,No,
1366,1,1,M,0,0,3.35,1100,Business & Economics,Yes,No,
1384,4,4,F,1,0,3.79,1060,Business & Economics,Yes,Yes,2.03
1399,6,6,M,1,0,3.5,1280,Business & Economics,Yes,Yes,3.048
1400,6,4,M,1,0,3.64,1310,Business & Economics,Yes,Yes,3.153
1409,6,6,M,0,0,3.78,1420,Business & Economics,Yes,Yes,2.889
1413,4,6,F,1,0,3.3,1040,Business & Economics,Yes,Yes,2.888
1461,4,4,M,0,0,3.35,1140,Business & Economics,Yes,Yes,1.815
1471,6,6,M,0,1,3.95,1240,Business & Economics,Yes,No,
1474,6,6,M,1,0,3.95,1420,Business & Economics,Yes,No,
1491,7,7,F,1,0,4.42,1330,Business & Economics,Yes,Yes,3.959
1495,4,4,M,1,0,3.88,1260,Business & Economics,Yes,Yes,2.947
1518,6,6,M,0,0,3.5,1130,Business & Economics,Yes,Yes,3.029
1530,6,7,F,1,0,3.95,1290,Business & Economics,Yes,No,
1537,4,7,F,0,0,4.05,1310,Business & Economics,Yes,Yes,3.204
1542,6,6,F,0,1,3.76,1030,Business & Economics,Yes,Yes,2.576
1546,7,6,F,1,0,3.74,1130,Business & Economics,Yes,Yes,2.789
1554,4,6,F,1,0,3.73,1410,Business & Economics,Yes,Yes,3.172
1556,6,7,F,1,0,4.04,1290,Business & Economics,Yes,No,
1559,6,4,F,1,0,4.08,1400,Business & Economics,Yes,No,
1567,3,6,M,1,0,4.23,1430,Business & Economics,Yes,No,
1594,1,2,F,0,0,4.3,1080,Business & Economics,Yes,No,
1606,3,6,F,1,0,4,1550,Business & Economics,Yes,Yes,3.272
1617,3,6,M,0,0,3.91,1430,Business & Economics,Yes,No,
1618,7,6,F,1,0,3.8,1170,Business & Economics,Yes,No,
1632,6,6,F,1,0,3.86,1150,Business & Economics,Yes,No,
1640,7,6,M,1,0,3.92,1130,Business & Economics,Yes,Yes,3.61
1642,2,2,M,0,1,3.85,1120,Business & Economics,Yes,No,
1659,6,6,F,0,1,4.29,1360,Business & Economics,Yes,No,
1663,6,6,M,0,1,3.93,1300,Business & Economics,Yes,Yes,3.248
1681,3,3,F,0,1,3.66,1230,Business & Economics,Yes,Yes,3.21
1686,6,6,M,1,0,3.95,1350,Business & Economics,Yes,No,
1694,7,7,M,0,0,4.1,1300,Business & Economics,Yes,No,
1716,6,6,F,1,0,3.86,970,Business & Economics,Yes,Yes,2.953
1720,5,5,M,1,0,4,1270,Business & Economics,Yes,Yes,3.263
1726,6,4,M,1,0,3.7,1310,Business & Economics,Yes,Yes,2.674
1735,7,6,M,1,0,3.55,1450,Business & Economics,Yes,No,
1737,6,6,F,1,0,3.96,1300,Business & Economics,Yes,Yes,3.16
1749,7,3,M,0,0,3.23,1120,Business & Economics,Yes,No,
1767,7,6,M,1,0,4.27,1480,Business & Economics,Yes,No,
1768,7,6,M,1,0,4.2,1410,Business & Economics,Yes,No,
1795,5,5,F,1,0,4,1210,Business & Economics,Yes,No,
1812,6,6,F,1,0,3.27,1370,Business & Economics,Yes,Yes,3.187
1815,7,4,F,1,0,4.3,1550,Business & Economics,Yes,Yes,3.224
1828,1,1,F,0,1,3.74,1080,Business & Economics,Yes,No,
1841,6,7,F,1,0,3.9,1200,Business & Economics,Yes,Yes,3.456
1856,1,2,M,0,0,3.38,1140,Business & Economics,Yes,Yes,2.883
1892,7,5,M,1,0,4.1,1400,Business & Economics,Yes,No,
1899,6,6,M,1,0,3.08,1100,Business & Economics,Yes,Yes,2.524
1905,1,3,M,0,0,3.87,1100,Business & Economics,Yes,No,
1908,7,6,F,1,0,4.18,1420,Business & Economics,Yes,No,
1915,4,6,M,0,0,4,1180,Business & Economics,Yes,No,
1932,7,5,M,0,0,3.95,1490,Business & Economics,Yes,No,
1941,6,6,M,0,0,4.22,1330,Business & Economics,Yes,Yes,3.94
1946,4,5,F,1,0,3.56,1360,Business & Economics,Yes,Yes,3.344
1990,7,7,F,1,0,3.4,1210,Business & Economics,Yes,No,
2024,7,7,M,1,0,4.2,1500,Business & Economics,Yes,Yes,3.636
